name,slug,nationality,countryCode,club,league,position,positionGroup,birthDate,heightCm,preferredFoot,active,popularity,imageUrl,clubLogoUrl
Rodrigo Muniz,rodrigo-muniz,Brazil,BR,Fulham FC,PREMIER_LEAGUE,Forward,FORWARD,2001-05-04,,,true,50,,https://crests.football-data.org/63.png
Kevin Santos,kevin-santos,Brazil,BR,Fulham FC,PREMIER_LEAGUE,Forward,FORWARD,2003-01-04,,,true,50,,https://crests.football-data.org/63.png
Oscar Bobb,oscar-bobb,Norway,NO,Fulham FC,PREMIER_LEAGUE,Forward,FORWARD,2003-07-12,,,true,50,,https://crests.football-data.org/63.png
Jonah Kusi-Asare,jonah-kusi-asare,Sweden,SE,Fulham FC,PREMIER_LEAGUE,Forward,FORWARD,2007-07-04,,,true,50,,https://crests.football-data.org/63.png
Gonzalo García,gonzalo-garcia,Spain,ES,Fulham FC,PREMIER_LEAGUE,Forward,FORWARD,2004-03-24,,,true,50,,https://crests.football-data.org/63.png
Alisson Becker,alisson-becker,Brazil,BR,Liverpool FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1992-10-02,,,true,50,,https://crests.football-data.org/64.png
Freddie Woodman,freddie-woodman,England,GB,Liverpool FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1997-03-04,,,true,50,,https://crests.football-data.org/64.png
Giorgi Mamardashvili,giorgi-mamardashvili,Georgia,GE,Liverpool FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2000-09-29,,,true,50,,https://crests.football-data.org/64.png
Vítězslav Jaroš,vitezslav-jaros,Czech Republic,CZ,Liverpool FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2001-07-23,,,true,50,,https://crests.football-data.org/64.png
Harvey Davies,harvey-davies,England,GB,Liverpool FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2003-09-03,,,true,50,,https://crests.football-data.org/64.png
Kostas Tsimikas,kostas-tsimikas,Greece,GR,Liverpool FC,PREMIER_LEAGUE,Defender,DEFENDER,1996-05-12,,,true,50,,https://crests.football-data.org/64.png
Joe Gomez,joe-gomez,England,GB,Liverpool FC,PREMIER_LEAGUE,Defender,DEFENDER,1997-05-23,,,true,50,,https://crests.football-data.org/64.png
Virgil van Dijk,virgil-van-dijk,Netherlands,NL,Liverpool FC,PREMIER_LEAGUE,Defender,DEFENDER,1991-07-08,,,true,50,,https://crests.football-data.org/64.png
Ronald Araújo,ronald-araujo,Uruguay,UY,Liverpool FC,PREMIER_LEAGUE,Defender,DEFENDER,1999-03-07,,,true,50,,https://crests.football-data.org/64.png
Calvin Ramsay,calvin-ramsay,Scotland,GB,Liverpool FC,PREMIER_LEAGUE,Defender,DEFENDER,2003-07-31,,,true,50,,https://crests.football-data.org/64.png
Jeremie Frimpong,jeremie-frimpong,Netherlands,NL,Liverpool FC,PREMIER_LEAGUE,Defender,DEFENDER,2000-12-10,,,true,50,,https://crests.football-data.org/64.png
Milos Kerkez,milos-kerkez,Hungary,HU,Liverpool FC,PREMIER_LEAGUE,Defender,DEFENDER,2003-11-07,,,true,50,,https://crests.football-data.org/64.png
Conor Bradley,conor-bradley,Northern Ireland,GB,Liverpool FC,PREMIER_LEAGUE,Defender,DEFENDER,2003-07-09,,,true,50,,https://crests.football-data.org/64.png
Giovanni Leoni,giovanni-leoni,Italy,IT,Liverpool FC,PREMIER_LEAGUE,Defender,DEFENDER,2006-12-21,,,true,50,,https://crests.football-data.org/64.png
Jeremy Jacquet,jeremy-jacquet,France,FR,Liverpool FC,PREMIER_LEAGUE,Defender,DEFENDER,2005-07-13,,,true,50,,https://crests.football-data.org/64.png
Wataru Endō,wataru-endo,Japan,JP,Liverpool FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1993-02-09,,,true,50,,https://crests.football-data.org/64.png
Curtis Jones,curtis-jones,England,GB,Liverpool FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2001-01-30,,,true,50,,https://crests.football-data.org/64.png
Dominik Szoboszlai,dominik-szoboszlai,Hungary,HU,Liverpool FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2000-10-25,,,true,50,,https://crests.football-data.org/64.png
Florian Wirtz,florian-wirtz,Germany,DE,Liverpool FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2003-05-03,,,true,50,,https://crests.football-data.org/64.png
Alexis Mac Allister,alexis-mac-allister,Argentina,AR,Liverpool FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1998-12-24,,,true,50,,https://crests.football-data.org/64.png
Ryan Gravenberch,ryan-gravenberch,Netherlands,NL,Liverpool FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2002-05-16,,,true,50,,https://crests.football-data.org/64.png
Harvey Elliott,harvey-elliott,England,GB,Liverpool FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2003-04-04,,,true,50,,https://crests.football-data.org/64.png
Stefan Bajcetic,stefan-bajcetic,Spain,ES,Liverpool FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2004-10-22,,,true,50,,https://crests.football-data.org/64.png
Trey Nyoni,trey-nyoni,England,GB,Liverpool FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2007-06-30,,,true,50,,https://crests.football-data.org/64.png
Federico Chiesa,federico-chiesa,Italy,IT,Liverpool FC,PREMIER_LEAGUE,Forward,FORWARD,1997-10-25,,,true,50,,https://crests.football-data.org/64.png
Alexander Isak,alexander-isak,Sweden,SE,Liverpool FC,PREMIER_LEAGUE,Forward,FORWARD,1999-09-21,,,true,50,,https://crests.football-data.org/64.png
Cody Gakpo,cody-gakpo,Netherlands,NL,Liverpool FC,PREMIER_LEAGUE,Forward,FORWARD,1999-05-07,,,true,50,,https://crests.football-data.org/64.png
Hugo Ekitike,hugo-ekitike,France,FR,Liverpool FC,PREMIER_LEAGUE,Forward,FORWARD,2002-06-20,,,true,50,,https://crests.football-data.org/64.png
Víctor Muñoz,victor-munoz,Spain,ES,Liverpool FC,PREMIER_LEAGUE,Forward,FORWARD,2003-07-13,,,true,50,,https://crests.football-data.org/64.png
Rio Ngumoha,rio-ngumoha,England,GB,Liverpool FC,PREMIER_LEAGUE,Forward,FORWARD,2008-08-29,,,true,50,,https://crests.football-data.org/64.png
Géronimo Rulli,geronimo-rulli,Argentina,AR,Manchester City FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1992-05-20,,,true,50,,https://crests.football-data.org/65.png
Gianluigi Donnarumma,gianluigi-donnarumma,Italy,IT,Manchester City FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1999-02-25,,,true,50,,https://crests.football-data.org/65.png
Marcus Bettinelli,marcus-bettinelli,England,GB,Manchester City FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1992-05-24,,,true,50,,https://crests.football-data.org/65.png
James Trafford,james-trafford,England,GB,Manchester City FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2002-10-10,,,true,50,,https://crests.football-data.org/65.png
Rayan Aït Nouri,rayan-ait-nouri,Algeria,DZ,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2001-06-06,,,true,50,,https://crests.football-data.org/65.png
Rúben Dias,ruben-dias,Portugal,PT,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,1997-05-14,,,true,50,,https://crests.football-data.org/65.png
Matheus Nunes,matheus-nunes,Portugal,PT,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,1998-08-27,,,true,50,,https://crests.football-data.org/65.png
Marc Guéhi,marc-guehi,England,GB,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2000-07-13,,,true,50,,https://crests.football-data.org/65.png
Joško Gvardiol,josko-gvardiol,Croatia,HR,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2002-01-23,,,true,50,,https://crests.football-data.org/65.png
Issa Kaboré,issa-kabore,Burkina Faso,BF,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2001-05-12,,,true,50,,https://crests.football-data.org/65.png
Josh Wilson-Esbrand,josh-wilson-esbrand,England,GB,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2002-12-26,,,true,50,,https://crests.football-data.org/65.png
Rico Lewis,rico-lewis,England,GB,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2004-11-21,,,true,50,,https://crests.football-data.org/65.png
Nico O'Reilly,nico-o-reilly,England,GB,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2005-03-21,,,true,50,,https://crests.football-data.org/65.png
Abdukodir Khusanov,abdukodir-khusanov,Uzbekistan,UZ,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2004-02-29,,,true,50,,https://crests.football-data.org/65.png
Max Alleyne,max-alleyne,England,GB,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2005-07-21,,,true,50,,https://crests.football-data.org/65.png
Vitor Reis,vitor-reis,Brazil,BR,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2006-01-12,,,true,50,,https://crests.football-data.org/65.png
Juma Bah,juma-bah,Sierra Leone,SL,Manchester City FC,PREMIER_LEAGUE,Defender,DEFENDER,2006-04-11,,,true,50,,https://crests.football-data.org/65.png
Mateo Kovačić,mateo-kovacic,Croatia,HR,Manchester City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1994-05-06,,,true,50,,https://crests.football-data.org/65.png
Rodri,rodri,Spain,ES,Manchester City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1996-06-22,,,true,50,,https://crests.football-data.org/65.png
Kalvin Phillips,kalvin-phillips,England,GB,Manchester City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1995-12-02,,,true,50,,https://crests.football-data.org/65.png
Tijjani Reijnders,tijjani-reijnders,Netherlands,NL,Manchester City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1998-07-29,,,true,50,,https://crests.football-data.org/65.png
Phil Foden,phil-foden,England,GB,Manchester City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2000-05-28,,,true,50,,https://crests.football-data.org/65.png
Elliot Anderson,elliot-anderson,England,GB,Manchester City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2002-11-06,,,true,50,,https://crests.football-data.org/65.png
Rayan Cherki,rayan-cherki,France,FR,Manchester City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2003-08-17,,,true,50,,https://crests.football-data.org/65.png
Nico Gonzalez,nico-gonzalez,Spain,ES,Manchester City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2002-01-03,,,true,50,,https://crests.football-data.org/65.png
Claudio Echeverri,claudio-echeverri,Argentina,AR,Manchester City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2006-01-02,,,true,50,,https://crests.football-data.org/65.png
Ayyoub Bouaddi,ayyoub-bouaddi,France,FR,Manchester City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2007-10-02,,,true,50,,https://crests.football-data.org/65.png
Jack Grealish,jack-grealish,England,GB,Manchester City FC,PREMIER_LEAGUE,Forward,FORWARD,1995-09-10,,,true,50,,https://crests.football-data.org/65.png
Antoine Semenyo,antoine-semenyo,Ghana,GH,Manchester City FC,PREMIER_LEAGUE,Forward,FORWARD,2000-01-07,,,true,50,,https://crests.football-data.org/65.png
Erling Haaland,erling-haaland,Norway,NO,Manchester City FC,PREMIER_LEAGUE,Forward,FORWARD,2000-07-21,,,true,50,,https://crests.football-data.org/65.png
Omar Marmoush,omar-marmoush,Egypt,EG,Manchester City FC,PREMIER_LEAGUE,Forward,FORWARD,1999-02-07,,,true,50,,https://crests.football-data.org/65.png
Jeremy Doku,jeremy-doku,Belgium,BE,Manchester City FC,PREMIER_LEAGUE,Forward,FORWARD,2002-05-27,,,true,50,,https://crests.football-data.org/65.png
Sávio,savio,Brazil,BR,Manchester City FC,PREMIER_LEAGUE,Forward,FORWARD,2004-04-10,,,true,50,,https://crests.football-data.org/65.png
Jeremy Monga,jeremy-monga,England,GB,Manchester City FC,PREMIER_LEAGUE,Forward,FORWARD,2009-07-10,,,true,50,,https://crests.football-data.org/65.png
Ryan McAidoo,ryan-mcaidoo,England,GB,Manchester City FC,PREMIER_LEAGUE,Forward,FORWARD,2008-06-24,,,true,50,,https://crests.football-data.org/65.png
Karl Darlow,karl-darlow,Wales,GB,Manchester United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1990-10-08,,,true,50,,https://crests.football-data.org/66.png
Tom Heaton,tom-heaton,England,GB,Manchester United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1986-04-15,,,true,50,,https://crests.football-data.org/66.png
Altay Bayındır,altay-bay-nd-r,Turkey,TR,Manchester United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1998-04-14,,,true,50,,https://crests.football-data.org/66.png
Senne Lammens,senne-lammens,Belgium,BE,Manchester United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2002-07-07,,,true,50,,https://crests.football-data.org/66.png
Radek Vitek,radek-vitek,Czech Republic,CZ,Manchester United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2003-10-24,,,true,50,,https://crests.football-data.org/66.png
Dermot Mee,dermot-mee,Northern Ireland,GB,Manchester United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2002-11-20,,,true,50,,https://crests.football-data.org/66.png
Harry Maguire,harry-maguire,England,GB,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,1993-03-05,,,true,50,,https://crests.football-data.org/66.png
Matthijs de Ligt,matthijs-de-ligt,Netherlands,NL,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,1999-08-12,,,true,50,,https://crests.football-data.org/66.png
Noussair Mazraoui,noussair-mazraoui,Morocco,MA,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,1997-11-14,,,true,50,,https://crests.football-data.org/66.png
Luke Shaw,luke-shaw,England,GB,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,1995-07-12,,,true,50,,https://crests.football-data.org/66.png
Diogo Dalot,diogo-dalot,Portugal,PT,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,1999-03-18,,,true,50,,https://crests.football-data.org/66.png
Lisandro Martínez,lisandro-martinez,Argentina,AR,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,1998-01-18,,,true,50,,https://crests.football-data.org/66.png
Leny Yoro,leny-yoro,France,FR,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,2005-11-13,,,true,50,,https://crests.football-data.org/66.png
Tyler Fredricson,tyler-fredricson,England,GB,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,2005-02-23,,,true,50,,https://crests.football-data.org/66.png
Harry Amass,harry-amass,England,GB,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,2007-03-16,,,true,50,,https://crests.football-data.org/66.png
Ayden Heaven,ayden-heaven,England,GB,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,2006-09-22,,,true,50,,https://crests.football-data.org/66.png
Diego León,diego-leon,Paraguay,PY,Manchester United FC,PREMIER_LEAGUE,Defender,DEFENDER,2007-04-03,,,true,50,,https://crests.football-data.org/66.png
Bruno Fernandes,bruno-fernandes,Portugal,PT,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1994-09-08,,,true,50,,https://crests.football-data.org/66.png
Youri Tielemans,youri-tielemans,Belgium,BE,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1997-05-07,,,true,50,,https://crests.football-data.org/66.png
Mason Mount,mason-mount,England,GB,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1999-01-10,,,true,50,,https://crests.football-data.org/66.png
Manuel Ugarte,manuel-ugarte,Uruguay,UY,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2001-04-11,,,true,50,,https://crests.football-data.org/66.png
Andrey Santos,andrey-santos,Brazil,BR,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2004-05-03,,,true,50,,https://crests.football-data.org/66.png
Carlos Baleba,carlos-baleba,Cameroon,CM,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2004-01-03,,,true,50,,https://crests.football-data.org/66.png
Kobbie Mainoo,kobbie-mainoo,England,GB,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2005-04-19,,,true,50,,https://crests.football-data.org/66.png
Daniel Gore,daniel-gore,England,GB,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2004-09-26,,,true,50,,https://crests.football-data.org/66.png
Toby Collyer,toby-collyer,England,GB,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2004-01-03,,,true,50,,https://crests.football-data.org/66.png
Jack Fletcher,jack-fletcher,England,GB,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2007-03-19,,,true,50,,https://crests.football-data.org/66.png
Tyler Fletcher,tyler-fletcher,England,GB,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2007-03-19,,,true,50,,https://crests.football-data.org/66.png
Jacob Devaney,jacob-devaney,Ireland,IE,Manchester United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2007-06-11,,,true,50,,https://crests.football-data.org/66.png
Marcus Rashford,marcus-rashford,England,GB,Manchester United FC,PREMIER_LEAGUE,Forward,FORWARD,1997-10-31,,,true,50,,https://crests.football-data.org/66.png
Bryan Mbeumo,bryan-mbeumo,Cameroon,CM,Manchester United FC,PREMIER_LEAGUE,Forward,FORWARD,1999-08-07,,,true,50,,https://crests.football-data.org/66.png
Matheus Cunha,matheus-cunha,Brazil,BR,Manchester United FC,PREMIER_LEAGUE,Forward,FORWARD,1999-05-27,,,true,50,,https://crests.football-data.org/66.png
Joshua Zirkzee,joshua-zirkzee,Netherlands,NL,Manchester United FC,PREMIER_LEAGUE,Forward,FORWARD,2001-05-22,,,true,50,,https://crests.football-data.org/66.png
Benjamin Šeško,benjamin-sesko,Slovenia,SI,Manchester United FC,PREMIER_LEAGUE,Forward,FORWARD,2003-05-31,,,true,50,,https://crests.football-data.org/66.png
Amad Diallo,amad-diallo,Ivory Coast,CI,Manchester United FC,PREMIER_LEAGUE,Forward,FORWARD,2002-07-11,,,true,50,,https://crests.football-data.org/66.png
Patrick Dorgu,patrick-dorgu,Denmark,DK,Manchester United FC,PREMIER_LEAGUE,Forward,FORWARD,2004-10-26,,,true,50,,https://crests.football-data.org/66.png
Ethan Wheatley,ethan-wheatley,England,GB,Manchester United FC,PREMIER_LEAGUE,Forward,FORWARD,2006-01-20,,,true,50,,https://crests.football-data.org/66.png
Chido Obi-Martin,chido-obi-martin,Denmark,DK,Manchester United FC,PREMIER_LEAGUE,Forward,FORWARD,2007-11-29,,,true,50,,https://crests.football-data.org/66.png
Shea Lacey,shea-lacey,England,GB,Manchester United FC,PREMIER_LEAGUE,Forward,FORWARD,2007-04-14,,,true,50,,https://crests.football-data.org/66.png
Nick Pope,nick-pope,England,GB,Newcastle United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1992-04-19,,,true,50,,https://crests.football-data.org/67.png
Mark Gillespie,mark-gillespie,England,GB,Newcastle United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1992-03-27,,,true,50,,https://crests.football-data.org/67.png
Lukáš Horníček,lukas-hornicek,Czech Republic,CZ,Newcastle United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2002-07-13,,,true,50,,https://crests.football-data.org/67.png
Ewen Jaouen,ewen-jaouen,France,FR,Newcastle United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2005-12-29,,,true,50,,https://crests.football-data.org/67.png
Aidan Harris,aidan-harris,England,GB,Newcastle United FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2006-12-16,,,true,50,,https://crests.football-data.org/67.png
Fabian Schär,fabian-schar,Switzerland,CH,Newcastle United FC,PREMIER_LEAGUE,Defender,DEFENDER,1991-12-20,,,true,50,,https://crests.football-data.org/67.png
Dan Burn,dan-burn,England,GB,Newcastle United FC,PREMIER_LEAGUE,Defender,DEFENDER,1992-05-09,,,true,50,,https://crests.football-data.org/67.png
Sven Botman,sven-botman,Netherlands,NL,Newcastle United FC,PREMIER_LEAGUE,Defender,DEFENDER,2000-01-12,,,true,50,,https://crests.football-data.org/67.png
Amar Dedić,amar-dedic,Austria,AT,Newcastle United FC,PREMIER_LEAGUE,Defender,DEFENDER,2002-08-18,,,true,50,,https://crests.football-data.org/67.png
Malick Thiaw,malick-thiaw,Germany,DE,Newcastle United FC,PREMIER_LEAGUE,Defender,DEFENDER,2001-08-08,,,true,50,,https://crests.football-data.org/67.png
Valentino Livramento,valentino-livramento,England,GB,Newcastle United FC,PREMIER_LEAGUE,Defender,DEFENDER,2002-11-12,,,true,50,,https://crests.football-data.org/67.png
Lewis Hall,lewis-hall,England,GB,Newcastle United FC,PREMIER_LEAGUE,Defender,DEFENDER,2004-09-08,,,true,50,,https://crests.football-data.org/67.png
Alex Murphy,alex-murphy,Ireland,IE,Newcastle United FC,PREMIER_LEAGUE,Defender,DEFENDER,2004-06-25,,,true,50,,https://crests.football-data.org/67.png
Leo Shahar,leo-shahar,England,GB,Newcastle United FC,PREMIER_LEAGUE,Defender,DEFENDER,2007-03-18,,,true,50,,https://crests.football-data.org/67.png
Bruno Guimarães,bruno-guimaraes-1,Brazil,BR,Newcastle United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1997-11-16,,,true,50,,https://crests.football-data.org/67.png
Joe Willock,joe-willock,England,GB,Newcastle United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1999-08-20,,,true,50,,https://crests.football-data.org/67.png
Joelinton,joelinton,Brazil,BR,Newcastle United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1996-08-14,,,true,50,,https://crests.football-data.org/67.png
Jacob Ramsey,jacob-ramsey,England,GB,Newcastle United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2001-05-28,,,true,50,,https://crests.football-data.org/67.png
Joe White,joe-white,England,GB,Newcastle United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2002-10-01,,,true,50,,https://crests.football-data.org/67.png
Nico Gonzalez,nico-gonzalez-1,Spain,ES,Newcastle United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2002-01-03,,,true,50,,https://crests.football-data.org/67.png
Lewis Miley,lewis-miley,England,GB,Newcastle United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2006-05-01,,,true,50,,https://crests.football-data.org/67.png
Sean Steur,sean-steur,Netherlands,NL,Newcastle United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2008-01-11,,,true,50,,https://crests.football-data.org/67.png
Aladji Bamba,aladji-bamba,France,FR,Newcastle United FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2006-07-14,,,true,50,,https://crests.football-data.org/67.png
Yoane Wissa,yoane-wissa,Congo DR,CD,Newcastle United FC,PREMIER_LEAGUE,Forward,FORWARD,1996-09-03,,,true,50,,https://crests.football-data.org/67.png
Jacob Murphy,jacob-murphy,England,GB,Newcastle United FC,PREMIER_LEAGUE,Forward,FORWARD,1995-02-24,,,true,50,,https://crests.football-data.org/67.png
Harvey Barnes,harvey-barnes,England,GB,Newcastle United FC,PREMIER_LEAGUE,Forward,FORWARD,1997-12-09,,,true,50,,https://crests.football-data.org/67.png
Nick Woltemade,nick-woltemade,Germany,DE,Newcastle United FC,PREMIER_LEAGUE,Forward,FORWARD,2002-02-14,,,true,50,,https://crests.football-data.org/67.png
Anthony Elanga,anthony-elanga,Sweden,SE,Newcastle United FC,PREMIER_LEAGUE,Forward,FORWARD,2002-04-27,,,true,50,,https://crests.football-data.org/67.png
William Osula,william-osula,Denmark,DK,Newcastle United FC,PREMIER_LEAGUE,Forward,FORWARD,2003-08-04,,,true,50,,https://crests.football-data.org/67.png
